monomer,ontology,isolate,response,percent_uptake
nicotinic acid,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.999999792
nicotinic acid,Organic acids,Burkholderia sp. URHA0054,positive,0.999847481
nicotinic acid,Organic acids,Caulobacter sp. URHA0033,positive,0.987281713
nicotinic acid,Organic acids,Cellulomonas sp. URHD0024,undefined,0.738673415
nicotinic acid,Organic acids,Cellulomonas sp. URHE0023,undefined,0.980407764
nicotinic acid,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.999999951
nicotinic acid,Organic acids,Dongia sp. URHE0060,positive,0.995685778
nicotinic acid,Organic acids,Flavobacterium sp. URHB0058,undefined,0.999999886
nicotinic acid,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.977449329
nicotinic acid,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.944642216
nicotinic acid,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.995327823
nicotinic acid,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999942402
nicotinic acid,Organic acids,Lysobacter sp. URHA0019,undefined,0.999993194
nicotinic acid,Organic acids,Marmoricola sp. URHB0036,undefined,0.87412953
nicotinic acid,Organic acids,Mesorhizobium sp. URHA0056,positive,0.999994484
nicotinic acid,Organic acids,Mesorhizobium sp. URHB0007,positive,0.999334428
nicotinic acid,Organic acids,Mesorhizobium sp. URHC0008,positive,0.788691298
nicotinic acid,Organic acids,Microbacterium sp. URHA0036,undefined,0.999983351
nicotinic acid,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.826911061
nicotinic acid,Organic acids,Mycobacterium sp. URHB0044,positive,0.930108044
nicotinic acid,Organic acids,Mycobacterium sp. URHD0025,positive,0.903919351
nicotinic acid,Organic acids,Nocardioides sp. URHA0020,undefined,0.981339542
nicotinic acid,Organic acids,Nocardioides sp. URHA0032,undefined,0.589971094
nicotinic acid,Organic acids,Paenibacillus sp. URHA0014,negative,0.999999085
nicotinic acid,Organic acids,Pseudomonas sp. URHB0015,positive,0.996990868
nicotinic acid,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.999999999
nicotinic acid,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.999998425
nicotinic acid,Organic acids,Solirubrobacter sp. URHD0082,negative,0.951142421
nicotinic acid,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.689021823
nicotinic acid,Organic acids,Sphingomonas sp. URHD0007,positive,0.999274811
nicotinic acid,Organic acids,Sphingomonas sp. URHD0057,positive,0.999996866
nicotinic acid,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999996497
nicotinic acid,Organic acids,Streptomyces sp. URHA0041,positive,0.965304854
nicotinic acid,Organic acids,Variovorax sp. URHB0020,positive,0.999999853
ornithine,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999580204
ornithine,Amino acids,Bacillus sp. URHB0009,negative,0.997640421
ornithine,Amino acids,Blastococcus sp. URHD0036,undefined,0.996815831
ornithine,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999995293
ornithine,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999996802
ornithine,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.999999989
ornithine,Amino acids,Burkholderia sp. URHA0054,positive,0.999934379
ornithine,Amino acids,Caulobacter sp. URHA0033,positive,0.990776264
ornithine,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999992798
ornithine,Amino acids,Cellulomonas sp. URHE0023,undefined,1
ornithine,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999947
ornithine,Amino acids,Dongia sp. URHE0060,positive,1
ornithine,Amino acids,Flavobacterium sp. URHB0058,undefined,0.99999985
ornithine,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.998505044
ornithine,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999969064
ornithine,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999848591
ornithine,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999731
ornithine,Amino acids,Lysobacter sp. URHA0019,undefined,0.999999999
ornithine,Amino acids,Marmoricola sp. URHB0036,undefined,0.999877461
ornithine,Amino acids,Mesorhizobium sp. URHA0056,positive,0.99999997
ornithine,Amino acids,Mesorhizobium sp. URHB0007,positive,0.999999953
ornithine,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999980957
ornithine,Amino acids,Microbacterium sp. URHA0036,undefined,1
ornithine,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999795792
ornithine,Amino acids,Mycobacterium sp. URHB0044,positive,0.986416057
ornithine,Amino acids,Mycobacterium sp. URHD0025,positive,0.987231215
ornithine,Amino acids,Nocardioides sp. URHA0020,undefined,0.99988981
ornithine,Amino acids,Nocardioides sp. URHA0032,undefined,0.999997971
ornithine,Amino acids,Paenibacillus sp. URHA0014,negative,0.999999831
ornithine,Amino acids,Pseudomonas sp. URHB0015,positive,0.995226799
ornithine,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.999999999
ornithine,Amino acids,Rhodospirillales bacterium URHD0088,undefined,1
ornithine,Amino acids,Solirubrobacter sp. URHD0082,negative,0.999999691
ornithine,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.999979458
ornithine,Amino acids,Sphingomonas sp. URHD0007,positive,0.999997658
ornithine,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999956
ornithine,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999998915
ornithine,Amino acids,Streptomyces sp. URHA0041,positive,0.999246607
ornithine,Amino acids,Variovorax sp. URHB0020,positive,0.999999748
pantothenic acid ,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.436754734
pantothenic acid ,Organic acids,Bacillus sp. URHB0009,negative,0.997729381
pantothenic acid ,Organic acids,Blastococcus sp. URHD0036,undefined,0.614824812
pantothenic acid ,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.999966939
pantothenic acid ,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.999979153
pantothenic acid ,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.999999512
pantothenic acid ,Organic acids,Burkholderia sp. URHA0054,positive,0.999846649
pantothenic acid ,Organic acids,Caulobacter sp. URHA0033,positive,0.984297566
pantothenic acid ,Organic acids,Cellulomonas sp. URHD0024,undefined,0.632955465
pantothenic acid ,Organic acids,Cellulomonas sp. URHE0023,undefined,0.945470406
pantothenic acid ,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.999999946
pantothenic acid ,Organic acids,Dongia sp. URHE0060,positive,0.985006583
pantothenic acid ,Organic acids,Flavobacterium sp. URHB0058,undefined,0.999999889
pantothenic acid ,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.962681743
pantothenic acid ,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.895559359
pantothenic acid ,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.990928147
pantothenic acid ,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999791397
pantothenic acid ,Organic acids,Lysobacter sp. URHA0019,undefined,0.999946456
pantothenic acid ,Organic acids,Marmoricola sp. URHB0036,undefined,0.794731354
pantothenic acid ,Organic acids,Mesorhizobium sp. URHA0056,positive,0.999969368
pantothenic acid ,Organic acids,Mesorhizobium sp. URHB0007,positive,0.996722134
pantothenic acid ,Organic acids,Mesorhizobium sp. URHC0008,positive,0.690383823
pantothenic acid ,Organic acids,Microbacterium sp. URHA0036,undefined,0.999880573
pantothenic acid ,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.741128343
pantothenic acid ,Organic acids,Mycobacterium sp. URHB0044,positive,0.90182335
pantothenic acid ,Organic acids,Mycobacterium sp. URHD0025,positive,0.863668347
pantothenic acid ,Organic acids,Nocardioides sp. URHA0020,undefined,0.958514664
pantothenic acid ,Organic acids,Nocardioides sp. URHA0032,undefined,0.481688494
pantothenic acid ,Organic acids,Paenibacillus sp. URHA0014,negative,0.999998842
pantothenic acid ,Organic acids,Pseudomonas sp. URHB0015,positive,0.998348382
pantothenic acid ,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.999999999
pantothenic acid ,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.999986685
pantothenic acid ,Organic acids,Solirubrobacter sp. URHD0082,negative,0.897163822
pantothenic acid ,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.581343676
pantothenic acid ,Organic acids,Sphingomonas sp. URHD0007,positive,0.996198363
pantothenic acid ,Organic acids,Sphingomonas sp. URHD0057,positive,0.999962458
pantothenic acid ,Organic acids,Staphylococcus sp. URHA0057,undefined,0.99999606
pantothenic acid ,Organic acids,Streptomyces sp. URHA0041,positive,0.940628188
pantothenic acid ,Organic acids,Variovorax sp. URHB0020,positive,0.999999863
arabinose,Sugars,Acidobacteriaceae bacterium URHE0068,positive,0.995947105
arabinose,Sugars,Bacillus sp. URHB0009,negative,0.996390382
arabinose,Sugars,Blastococcus sp. URHD0036,undefined,0.989900221
arabinose,Sugars,Bradyrhizobium sp. URHA0002,positive,0.999236579
arabinose,Sugars,Bradyrhizobium sp. URHA0013,positive,0.999950684
arabinose,Sugars,Bradyrhizobium sp. URHD0069,positive,0.999990667
arabinose,Sugars,Burkholderia sp. URHA0054,positive,0.999901189
arabinose,Sugars,Caulobacter sp. URHA0033,positive,0.989258128
arabinose,Sugars,Cellulomonas sp. URHD0024,undefined,0.999992797
arabinose,Sugars,Cellulomonas sp. URHE0023,undefined,1
arabinose,Sugars,Comamonadaceae bacterium URHA0028,positive,0.999998747
arabinose,Sugars,Dongia sp. URHE0060,positive,0.999999999
arabinose,Sugars,Flavobacterium sp. URHB0058,undefined,0.999999779
arabinose,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.997301531
arabinose,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.999860278
arabinose,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.999756068
arabinose,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.999999304
arabinose,Sugars,Lysobacter sp. URHA0019,undefined,0.999974067
arabinose,Sugars,Marmoricola sp. URHB0036,undefined,0.999881014
arabinose,Sugars,Mesorhizobium sp. URHA0056,positive,0.999999965
arabinose,Sugars,Mesorhizobium sp. URHB0007,positive,0.999999942
arabinose,Sugars,Mesorhizobium sp. URHC0008,positive,0.999973382
arabinose,Sugars,Microbacterium sp. URHA0036,undefined,0.999999999
arabinose,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.999695047
arabinose,Sugars,Mycobacterium sp. URHB0044,positive,0.979738674
arabinose,Sugars,Mycobacterium sp. URHD0025,positive,0.970820174
arabinose,Sugars,Nocardioides sp. URHA0020,undefined,0.999864343
arabinose,Sugars,Nocardioides sp. URHA0032,undefined,0.999972892
arabinose,Sugars,Paenibacillus sp. URHA0014,negative,0.999999847
arabinose,Sugars,Pseudomonas sp. URHB0015,positive,0.991553841
arabinose,Sugars,Rhodospirillales bacterium URHD0017,positive,0.999997346
arabinose,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.999999974
arabinose,Sugars,Solirubrobacter sp. URHD0082,negative,0.999999598
arabinose,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.999981165
arabinose,Sugars,Sphingomonas sp. URHD0007,positive,0.999999926
arabinose,Sugars,Sphingomonas sp. URHD0057,positive,0.999998307
arabinose,Sugars,Staphylococcus sp. URHA0057,undefined,0.999996585
arabinose,Sugars,Streptomyces sp. URHA0041,positive,0.998908612
arabinose,Sugars,Variovorax sp. URHB0020,positive,0.999996399
D-ribose,Sugars,Acidobacteriaceae bacterium URHE0068,positive,0.995947105
D-ribose,Sugars,Bacillus sp. URHB0009,negative,0.996390382
D-ribose,Sugars,Blastococcus sp. URHD0036,undefined,0.989900221
D-ribose,Sugars,Bradyrhizobium sp. URHA0002,positive,0.999236579
D-ribose,Sugars,Bradyrhizobium sp. URHA0013,positive,0.999950684
D-ribose,Sugars,Bradyrhizobium sp. URHD0069,positive,0.999990667
D-ribose,Sugars,Burkholderia sp. URHA0054,positive,0.999901189
D-ribose,Sugars,Caulobacter sp. URHA0033,positive,0.989258128
D-ribose,Sugars,Cellulomonas sp. URHD0024,undefined,0.999992797
D-ribose,Sugars,Cellulomonas sp. URHE0023,undefined,1
D-ribose,Sugars,Comamonadaceae bacterium URHA0028,positive,0.999998747
D-ribose,Sugars,Dongia sp. URHE0060,positive,0.999999999
D-ribose,Sugars,Flavobacterium sp. URHB0058,undefined,0.999999779
D-ribose,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.997301531
D-ribose,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.999860278
D-ribose,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.999756068
D-ribose,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.999999304
D-ribose,Sugars,Lysobacter sp. URHA0019,undefined,0.999974067
D-ribose,Sugars,Marmoricola sp. URHB0036,undefined,0.999881014
D-ribose,Sugars,Mesorhizobium sp. URHA0056,positive,0.999999965
D-ribose,Sugars,Mesorhizobium sp. URHB0007,positive,0.999999942
D-ribose,Sugars,Mesorhizobium sp. URHC0008,positive,0.999973382
D-ribose,Sugars,Microbacterium sp. URHA0036,undefined,0.999999999
D-ribose,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.999695047
D-ribose,Sugars,Mycobacterium sp. URHB0044,positive,0.979738674
D-ribose,Sugars,Mycobacterium sp. URHD0025,positive,0.970820174
D-ribose,Sugars,Nocardioides sp. URHA0020,undefined,0.999864343
D-ribose,Sugars,Nocardioides sp. URHA0032,undefined,0.999972892
D-ribose,Sugars,Paenibacillus sp. URHA0014,negative,0.999999847
D-ribose,Sugars,Pseudomonas sp. URHB0015,positive,0.991553841
D-ribose,Sugars,Rhodospirillales bacterium URHD0017,positive,0.999997346
D-ribose,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.999999974
D-ribose,Sugars,Solirubrobacter sp. URHD0082,negative,0.999999598
D-ribose,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.999981165
D-ribose,Sugars,Sphingomonas sp. URHD0007,positive,0.999999926
D-ribose,Sugars,Sphingomonas sp. URHD0057,positive,0.999998307
D-ribose,Sugars,Staphylococcus sp. URHA0057,undefined,0.999996585
D-ribose,Sugars,Streptomyces sp. URHA0041,positive,0.998908612
D-ribose,Sugars,Variovorax sp. URHB0020,positive,0.999996399
xylose,Sugars,Acidobacteriaceae bacterium URHE0068,positive,0.9959471
xylose,Sugars,Bacillus sp. URHB0009,negative,0.996390376
xylose,Sugars,Blastococcus sp. URHD0036,undefined,0.989900209
xylose,Sugars,Bradyrhizobium sp. URHA0002,positive,0.999236577
xylose,Sugars,Bradyrhizobium sp. URHA0013,positive,0.999950684
xylose,Sugars,Bradyrhizobium sp. URHD0069,positive,0.999990667
xylose,Sugars,Burkholderia sp. URHA0054,positive,0.999901189
xylose,Sugars,Caulobacter sp. URHA0033,positive,0.989258116
xylose,Sugars,Cellulomonas sp. URHD0024,undefined,0.999992797
xylose,Sugars,Cellulomonas sp. URHE0023,undefined,1
xylose,Sugars,Comamonadaceae bacterium URHA0028,positive,0.999998747
xylose,Sugars,Dongia sp. URHE0060,positive,0.999999999
xylose,Sugars,Flavobacterium sp. URHB0058,undefined,0.999999779
xylose,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.997301527
xylose,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.999860277
xylose,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.999756067
xylose,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.999999304
xylose,Sugars,Lysobacter sp. URHA0019,undefined,0.999974067
xylose,Sugars,Marmoricola sp. URHB0036,undefined,0.999881013
xylose,Sugars,Mesorhizobium sp. URHA0056,positive,0.999999965
xylose,Sugars,Mesorhizobium sp. URHB0007,positive,0.999999942
xylose,Sugars,Mesorhizobium sp. URHC0008,positive,0.999973382
xylose,Sugars,Microbacterium sp. URHA0036,undefined,0.999999999
xylose,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.999695046
xylose,Sugars,Mycobacterium sp. URHB0044,positive,0.979738654
xylose,Sugars,Mycobacterium sp. URHD0025,positive,0.970820148
xylose,Sugars,Nocardioides sp. URHA0020,undefined,0.999864343
xylose,Sugars,Nocardioides sp. URHA0032,undefined,0.999972892
xylose,Sugars,Paenibacillus sp. URHA0014,negative,0.999999847
xylose,Sugars,Pseudomonas sp. URHB0015,positive,0.991553831
xylose,Sugars,Rhodospirillales bacterium URHD0017,positive,0.999997346
xylose,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.999999974
xylose,Sugars,Solirubrobacter sp. URHD0082,negative,0.999999598
xylose,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.999981165
xylose,Sugars,Sphingomonas sp. URHD0007,positive,0.999999926
xylose,Sugars,Sphingomonas sp. URHD0057,positive,0.999998307
xylose,Sugars,Staphylococcus sp. URHA0057,undefined,0.999996585
xylose,Sugars,Streptomyces sp. URHA0041,positive,0.99890861
xylose,Sugars,Variovorax sp. URHB0020,positive,0.999996399
phenylalanine ,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999985226
phenylalanine ,Amino acids,Bacillus sp. URHB0009,negative,0.9999264
phenylalanine ,Amino acids,Blastococcus sp. URHD0036,undefined,0.999794128
phenylalanine ,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999999871
phenylalanine ,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999999773
phenylalanine ,Amino acids,Bradyrhizobium sp. URHD0069,positive,1
phenylalanine ,Amino acids,Burkholderia sp. URHA0054,positive,0.999999147
phenylalanine ,Amino acids,Caulobacter sp. URHA0033,positive,0.998388218
phenylalanine ,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999999844
phenylalanine ,Amino acids,Cellulomonas sp. URHE0023,undefined,1
phenylalanine ,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999979
phenylalanine ,Amino acids,Dongia sp. URHE0060,positive,1
phenylalanine ,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999991
phenylalanine ,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.999924407
phenylalanine ,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999998606
phenylalanine ,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999995928
phenylalanine ,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999979
